City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
191,Pskov,RU,57.81,28.35,59.0,93,75,6.71,broken clouds
192,Marawi,PH,8.0,124.29,78.01,81,100,4.0,overcast clouds
193,Laibin,CN,23.7,109.27,81.75,76,82,1.68,broken clouds
194,Xining,CN,36.62,101.77,49.1,84,100,0.78,light rain
195,Nigde,TR,37.83,34.75,57.61,36,0,2.48,clear sky
196,Spornoye,RU,50.84,37.29,59.0,87,25,4.47,scattered clouds
197,Alofi,NU,-19.06,-169.92,80.6,69,32,18.34,scattered clouds
198,Arman,RU,59.7,150.17,55.78,49,0,8.5,clear sky
199,Conceicao Da Barra,BR,-18.59,-39.73,71.91,91,0,5.12,clear sky
200,Luziania,BR,-16.25,-47.95,77.0,38,0,8.05,clear sky
201,Kirakira,SB,-10.45,161.92,85.51,72,81,12.19,broken clouds
202,Vardo,NO,70.37,31.11,51.01,77,70,13.6,broken clouds
203,Tongliao,CN,43.61,122.27,66.09,68,69,4.79,broken clouds
204,Esperance,AU,-33.87,121.9,48.2,100,90,3.36,overcast clouds
205,Basco,PH,20.45,121.97,83.37,80,99,9.26,overcast clouds
206,Pundaguitan,PH,6.37,126.17,83.61,75,100,8.55,heavy intensity rain
207,Barguzin,RU,53.62,109.62,55.13,77,96,6.02,overcast clouds
208,Udachnyy,RU,66.42,112.4,48.2,61,90,2.24,haze
209,Okha,RU,53.57,142.95,56.68,62,0,7.31,clear sky
210,Smithers,CA,54.78,-127.17,57.2,67,75,5.82,broken clouds
211,Seymchan,RU,62.88,152.43,49.14,59,93,6.35,overcast clouds
212,Bengkulu,ID,-3.8,102.27,75.97,82,80,4.7,broken clouds
213,Hamada,JP,34.88,132.08,82.4,78,0,4.7,clear sky
214,Santiago De Chuco,PE,-8.15,-78.18,54.86,50,48,2.57,scattered clouds
215,Mamanguape,BR,-6.84,-35.13,77.0,83,40,10.29,scattered clouds
216,Sorland,NO,67.67,12.69,49.84,67,100,11.99,overcast clouds
217,Khuldabad,IN,20.05,75.18,68.68,100,100,5.35,light rain
218,Grand-Santi,GF,4.25,-54.38,75.34,94,100,2.08,overcast clouds
219,Luena,AO,-11.78,19.92,68.83,58,93,2.75,overcast clouds
220,Talara,PE,-4.58,-81.27,61.99,89,5,16.71,clear sky
221,Moron,AR,-34.65,-58.62,54.0,73,45,5.01,scattered clouds
222,Hasaki,JP,35.73,140.83,87.8,70,20,4.7,few clouds
223,Buin,CL,-33.73,-70.75,55.4,58,0,12.75,clear sky
224,Astana,KZ,51.18,71.45,57.2,71,62,6.71,broken clouds
225,Nantucket,US,41.28,-70.1,72.0,94,90,17.22,mist
226,Vestmannaeyjar,IS,63.44,-20.27,52.25,93,97,11.23,overcast clouds
227,Kamaishi,JP,39.27,141.88,77.0,88,75,6.93,broken clouds
228,Saint-Denis,FR,48.92,2.33,57.99,82,90,4.7,overcast clouds
229,Maragheh,IR,37.39,46.24,68.11,47,0,7.0,clear sky
230,Westport,US,41.14,-73.36,77.0,83,75,9.17,broken clouds
231,Takaka,NZ,-40.85,172.8,55.99,82,100,10.0,overcast clouds
232,Algiers,DZ,36.75,3.04,78.8,54,40,11.41,scattered clouds
233,Ribeira Do Pombal,BR,-10.83,-38.54,69.17,94,58,6.6,broken clouds
234,College,US,64.86,-147.8,64.4,55,40,5.82,scattered clouds
235,Norman Wells,CA,65.28,-126.83,59.0,41,20,9.17,few clouds
236,Araguaina,BR,-7.19,-48.21,80.62,30,7,3.91,clear sky
237,Springfield,US,37.22,-93.3,75.2,73,75,8.05,broken clouds
238,Ulaangom,MN,49.98,92.07,53.67,64,88,1.25,overcast clouds
239,Tocopilla,CL,-22.09,-70.2,61.45,64,25,11.34,scattered clouds
240,Torbay,CA,47.67,-52.73,59.0,76,75,14.99,broken clouds
241,Rexburg,US,43.83,-111.79,87.8,11,1,16.11,clear sky
242,Carnarvon,AU,-24.87,113.63,53.6,66,0,10.29,clear sky
243,Talnakh,RU,69.49,88.4,44.6,100,90,4.47,fog
244,Walvis Bay,NA,-22.96,14.51,51.01,78,0,14.45,clear sky
245,Teguldet,RU,57.31,88.17,57.34,97,100,6.35,overcast clouds
246,Porto Walter,BR,-8.27,-72.74,82.87,49,44,2.68,scattered clouds
247,Kaitangata,NZ,-46.28,169.85,57.47,57,26,18.23,scattered clouds
248,Carbonia,IT,39.17,8.52,80.6,65,0,3.36,clear sky
249,Bernal,PE,-5.45,-80.75,65.61,71,0,18.86,clear sky
250,Lugovoy,KZ,42.95,72.76,61.99,44,0,2.55,clear sky
251,Faya,SA,18.39,42.45,69.8,63,14,2.44,few clouds
252,Mnogovershinnyy,RU,53.94,139.92,56.82,47,0,3.6,clear sky
253,Karasburg,NA,-28.02,18.75,34.25,89,13,6.8,few clouds
254,Puerto Ayora,EC,-0.74,-90.35,65.7,86,97,11.23,overcast clouds
255,Araras,BR,-22.36,-47.38,68.0,68,0,3.36,clear sky
256,Talaya,RU,61.38,152.75,41.88,80,100,6.67,overcast clouds
257,Baherden,TM,38.44,57.43,76.86,23,0,6.98,clear sky
258,Domoni,KM,-12.26,44.53,72.95,72,0,2.75,clear sky
259,Taoudenni,ML,22.68,-3.98,95.0,41,51,17.34,broken clouds
260,Dire,ML,12.28,-10.97,73.6,91,88,1.45,overcast clouds
261,Katobu,ID,-4.94,122.53,80.31,60,44,7.4,scattered clouds
262,Benghazi,LY,32.12,20.07,79.25,60,0,12.73,clear sky
263,Nanortalik,GL,60.14,-45.24,50.04,72,100,10.74,overcast clouds
264,Langsa,ID,4.47,97.97,74.75,93,88,2.26,overcast clouds
265,Salalah,OM,17.02,54.09,77.0,94,90,1.12,overcast clouds
266,Port-Gentil,GA,-0.72,8.78,77.0,83,90,14.52,overcast clouds
267,Appingedam,NL,53.32,6.86,57.2,93,2,11.41,clear sky
268,Khanpur,PK,28.65,70.66,90.39,53,6,3.44,clear sky
269,Aswan,EG,24.09,32.91,84.18,21,0,7.9,clear sky
270,Moose Factory,CA,51.26,-80.61,55.4,76,90,10.29,overcast clouds
271,Belmonte,BR,-15.86,-38.88,73.4,88,90,6.93,overcast clouds
272,Taltal,CL,-25.4,-70.48,56.84,55,18,4.12,few clouds
273,Srednekolymsk,RU,67.45,153.68,48.07,63,30,3.96,scattered clouds
274,Urumqi,CN,43.8,87.6,60.8,63,0,6.71,clear sky
275,Seoul,KR,37.57,126.98,78.8,94,90,2.3,overcast clouds
276,Slave Lake,CA,55.28,-114.77,59.0,51,90,21.92,overcast clouds
277,Lompoc,US,34.64,-120.46,69.01,64,1,12.75,clear sky
