City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
278,Dubbo,AU,-32.25,148.62,60.8,67,0,14.99,clear sky
279,Kulhudhuffushi,MV,6.62,73.07,82.96,69,91,7.2,overcast clouds
280,Panjakent,TJ,39.5,67.61,68.0,64,0,4.7,clear sky
281,Thabazimbi,ZA,-24.59,27.41,59.56,30,68,2.62,broken clouds
282,Boguchany,RU,58.38,97.45,53.4,85,0,2.53,clear sky
283,Nabire,ID,-3.37,135.48,76.12,91,100,3.04,overcast clouds
284,Xichang,CN,27.9,102.26,67.6,75,100,0.96,overcast clouds
285,Anloga,GH,5.79,0.9,77.0,88,20,9.17,few clouds
286,Port Blair,IN,11.67,92.75,81.5,78,14,4.18,few clouds
287,Gazanjyk,TM,39.24,55.52,73.99,37,9,4.79,clear sky
288,Yeppoon,AU,-23.13,150.73,68.0,60,90,8.05,overcast clouds
289,Phatthalung,TH,7.5,100.08,75.2,100,20,2.24,few clouds
290,Campamento,HN,14.55,-86.65,74.35,77,10,2.51,clear sky
291,Albion,US,42.24,-84.75,68.0,60,1,6.93,clear sky
292,Iwanai,JP,42.97,140.51,63.95,89,100,6.31,heavy intensity rain
293,Fare,PF,-16.7,-151.02,78.3,74,30,24.09,scattered clouds
294,Karratha,AU,-20.74,116.85,80.64,24,0,18.21,clear sky
295,Radishchevo,RU,52.85,47.88,56.79,91,19,6.67,few clouds
296,Yasnyy,RU,51.03,59.87,67.95,43,95,11.92,overcast clouds
297,Vanavara,RU,60.34,102.28,54.46,77,0,1.81,clear sky
298,Yatou,CN,37.15,122.38,76.32,86,30,7.34,scattered clouds
299,Cocoa Beach,US,28.32,-80.61,84.0,78,90,13.87,thunderstorm
300,Mehran,IR,33.12,46.16,73.4,12,0,4.7,clear sky
301,Tashla,RU,51.77,52.74,64.63,75,85,6.26,overcast clouds
302,Tazmalt,DZ,36.39,4.4,78.8,50,58,4.7,broken clouds
303,Sao Francisco,BR,-15.95,-44.86,72.55,34,0,5.75,clear sky
304,Akhnur,IN,32.87,74.73,80.6,83,0,3.56,smoke
305,Marienburg,PL,54.04,19.03,59.0,100,85,1.12,fog
306,Tangshan,CN,39.63,118.18,75.85,74,23,4.21,few clouds
307,Boa Vista,BR,2.82,-60.67,80.6,78,40,4.7,scattered clouds
308,Port Alfred,ZA,-33.59,26.89,50.52,68,31,20.54,light rain
309,Adrar,MR,20.5,-10.07,95.68,10,49,18.77,scattered clouds
310,San Quintin,MX,30.48,-115.95,73.94,65,1,13.04,clear sky
311,Camacha,PT,33.08,-16.33,71.6,56,40,12.75,scattered clouds
312,Kamenka,RU,51.32,42.77,56.77,75,83,4.65,broken clouds
313,Addis Abeba,ET,9.03,38.75,54.1,79,7,1.01,clear sky
314,Durango,MX,24.83,-104.83,80.33,39,41,5.1,scattered clouds
315,Jizan,SA,17.33,42.67,84.2,74,8,3.36,clear sky
316,Vanimo,PG,-2.67,141.3,84.24,63,62,2.86,broken clouds
317,Kathmandu,NP,27.72,85.32,69.8,94,75,4.7,broken clouds
318,Provideniya,RU,64.38,-173.3,52.47,65,59,9.89,broken clouds
319,Vung Tau,VN,10.35,107.08,81.84,82,89,9.17,overcast clouds
320,Los Algarrobos,PA,8.5,-82.43,77.0,94,75,3.36,broken clouds
321,Korem,ET,12.51,39.52,56.64,93,74,4.27,moderate rain
322,Puerto Escondido,MX,15.85,-97.07,82.4,54,75,6.93,broken clouds
323,Korla,CN,41.76,86.15,71.01,66,0,3.0,clear sky
324,Birjand,IR,32.87,59.22,59.0,30,0,12.68,clear sky
325,Ellenabad,IN,29.45,74.65,85.46,65,0,7.65,clear sky
326,Nakusp,CA,50.25,-117.8,63.0,49,62,1.99,broken clouds
327,Corinto,GR,37.94,22.96,75.0,49,0,1.99,clear sky
328,Luanda,AO,-8.84,13.23,68.0,88,20,5.82,few clouds
329,La Paz,BO,-16.5,-68.15,51.8,23,75,11.41,broken clouds
330,Cagliari,IT,39.24,9.09,80.6,65,0,3.36,clear sky
331,Axim,GH,4.87,-2.24,73.67,90,25,8.08,scattered clouds
332,Yakeshi,CN,49.28,120.73,54.1,92,100,3.74,overcast clouds
333,Valparaiso,CL,-33.04,-71.63,60.8,77,0,2.24,clear sky
334,Kytmanovo,RU,53.46,85.45,53.74,86,71,3.49,broken clouds
335,Narsaq,GL,60.92,-46.05,59.0,33,66,27.51,broken clouds
336,Sorong,ID,-0.88,131.25,77.63,84,100,7.29,moderate rain
337,Kuldur,RU,49.22,131.63,48.67,91,100,12.12,overcast clouds
338,Mezen,RU,65.85,44.24,47.68,77,100,8.99,light rain
339,Mayahi,NE,13.96,7.67,81.88,63,66,11.03,broken clouds
340,Pacific Grove,US,36.62,-121.92,68.0,64,1,12.75,clear sky
341,Beaverlodge,CA,55.22,-119.44,60.8,38,75,26.4,broken clouds
342,Portland,US,45.52,-122.68,78.01,33,20,9.17,few clouds
343,Leningradskiy,RU,69.38,178.42,37.51,85,100,10.71,overcast clouds
344,Taufkirchen,DE,48.04,11.62,59.0,97,98,2.37,overcast clouds
345,Guiyang,CN,26.58,106.72,68.0,88,0,2.24,clear sky
346,Cozumel,MX,20.51,-86.95,86.0,79,75,6.93,broken clouds
347,Hambantota,LK,6.12,81.12,79.92,79,100,16.37,overcast clouds
348,Ponta Delgada,PT,37.73,-25.67,73.4,83,20,5.82,few clouds
349,Port Hardy,CA,50.7,-127.42,62.6,63,75,14.99,broken clouds
350,Bo Phloi,TH,14.32,99.52,77.95,84,28,3.51,scattered clouds
351,Claremore,US,36.31,-95.62,82.0,47,1,4.7,clear sky
352,Tautira,PF,-17.73,-149.15,82.4,61,20,5.82,few clouds
353,Trelew,AR,-43.25,-65.31,44.87,53,0,11.86,clear sky
354,Camacupa,AO,-12.02,17.48,65.52,69,70,4.21,broken clouds
355,Ketchikan,US,55.34,-131.65,57.2,82,75,6.93,broken clouds
356,Leh,IN,34.17,77.58,54.09,42,1,5.53,clear sky
357,Lanzhou,CN,36.06,103.79,53.01,90,100,3.6,light rain
358,Geraldton,AU,-28.77,114.6,46.4,81,0,6.93,clear sky
359,Oyama,JP,36.3,139.8,90.0,79,75,4.7,broken clouds
360,Hualmay,PE,-11.1,-77.61,61.14,84,25,10.8,scattered clouds
361,Santiago Del Estero,AR,-27.8,-64.26,61.92,51,94,17.25,overcast clouds
362,Caravelas,BR,-17.71,-39.25,72.14,89,0,4.97,clear sky
363,Rio Grande,BR,-32.03,-52.1,60.01,95,89,5.01,overcast clouds
364,Nsanje,MW,-16.92,35.26,75.56,39,33,1.59,scattered clouds
365,Hatillo,PR,18.49,-66.83,82.99,100,0,1.01,clear sky
366,Mao,ES,39.89,4.27,68.0,88,40,11.41,thunderstorm
367,Boquira,BR,-12.82,-42.73,72.0,49,19,7.0,few clouds
368,Bella Vista,US,36.43,-94.23,79.0,74,90,6.93,overcast clouds
369,Kermanshah,IR,34.31,47.06,68.0,13,0,4.7,clear sky
370,Kangaatsiaq,GL,68.31,-53.46,43.45,83,100,11.79,overcast clouds
371,Hofn,IS,64.25,-15.21,50.04,76,98,2.3,overcast clouds
372,Hamilton,US,39.18,-84.53,82.0,54,75,12.75,broken clouds
373,Paamiut,GL,61.99,-49.67,46.11,79,63,9.31,broken clouds
374,Baghdad,IQ,33.34,44.4,86.0,35,0,9.17,clear sky
375,Sechura,PE,-5.56,-80.82,64.33,76,2,17.43,clear sky
376,Oktyabrskoye,RU,43.06,44.74,59.0,87,0,4.47,clear sky
377,Tessalit,ML,20.2,1.01,82.17,61,33,14.36,scattered clouds
378,Broome,US,42.25,-75.83,71.01,76,53,11.99,broken clouds
379,Husavik,IS,66.04,-17.34,46.4,87,91,2.24,overcast clouds
380,Hobyo,SO,5.35,48.53,77.04,85,51,22.88,broken clouds
381,Garden City,US,42.33,-83.33,75.99,47,75,14.99,broken clouds
382,Aklavik,CA,68.22,-135.01,57.2,54,20,3.36,few clouds
383,Charlottesville,US,38.03,-78.48,87.8,52,1,4.7,clear sky
384,Forestville,US,38.85,-76.88,84.2,83,1,8.05,clear sky
385,Sandwick,GB,60.0,-1.25,48.2,81,100,5.82,overcast clouds
386,Shingu,JP,33.73,135.98,84.2,74,75,3.36,broken clouds
387,Vigrestad,NO,58.57,5.7,52.0,94,15,21.79,few clouds
388,Vallenar,CL,-28.57,-70.76,58.55,34,31,1.19,scattered clouds
389,Vaitape,PF,-16.52,-151.75,78.73,75,49,24.05,scattered clouds
390,Bremerhaven,DE,53.55,8.58,55.0,100,20,3.36,fog
391,Constantine,DZ,36.37,6.61,77.0,36,59,11.41,broken clouds
392,Tawang,IN,27.58,91.87,55.35,73,70,1.83,broken clouds
393,Paracatu,BR,-17.22,-46.87,69.15,44,0,1.92,clear sky
394,Tecoanapa,MX,16.52,-98.75,79.7,81,100,2.51,overcast clouds
395,Kedrovyy,RU,56.17,91.82,48.2,93,97,2.24,overcast clouds
396,Liverpool,GB,53.41,-2.98,51.01,76,42,5.82,scattered clouds
397,Alekseyevsk,RU,57.84,108.35,58.93,81,87,1.16,overcast clouds
398,Gorele,TR,41.03,39.0,73.4,83,40,5.82,scattered clouds
399,Dongsheng,CN,39.82,109.98,55.29,87,100,19.13,light rain
400,Kampot,KH,10.62,104.18,78.8,88,40,2.24,scattered clouds
401,Bambous Virieux,MU,-20.34,57.76,70.0,77,40,16.11,scattered clouds
402,Maarianhamina,AX,60.1,19.93,51.8,93,20,3.36,few clouds
403,Okakarara,NA,-20.58,17.43,46.72,41,0,7.65,clear sky
404,Kaseda,JP,31.42,130.32,78.8,94,20,5.82,few clouds
405,Nemuro,JP,43.32,145.57,57.2,87,75,9.17,broken clouds
406,Yinchuan,CN,38.47,106.27,61.66,78,99,9.22,light rain
407,Rincon,US,32.3,-81.24,86.0,66,75,10.29,broken clouds
408,Dalby,AU,-27.18,151.27,60.8,72,75,11.41,broken clouds
409,Beni,CD,0.5,29.47,62.47,100,100,2.01,light rain
410,Calabozo,VE,8.92,-67.43,75.79,92,67,2.98,broken clouds
411,Ventspils,LV,57.39,21.56,62.6,88,40,11.41,scattered clouds
412,Kismayo,SO,-0.36,42.55,77.02,83,23,12.84,light rain
413,La Ronge,CA,55.1,-105.28,68.0,56,90,12.75,overcast clouds
414,Burewala,PK,30.17,72.65,85.66,60,0,5.06,clear sky
415,Priekule,LV,56.45,21.59,64.4,82,51,16.11,broken clouds
416,Saint Anthony,US,45.02,-93.22,75.99,41,1,6.93,clear sky
417,Rawson,AR,-43.3,-65.1,45.19,54,0,12.46,clear sky
418,Kibre Mengist,ET,5.88,38.98,55.47,92,48,1.32,scattered clouds
419,Eganville,CA,45.53,-77.1,57.99,96,98,1.01,overcast clouds
420,Velikodvorskiy,RU,55.25,40.67,52.25,94,65,4.18,broken clouds
421,Cap Malheureux,MU,-19.98,57.61,70.0,75,8,8.99,clear sky
422,Isangel,VU,-19.55,169.27,73.4,88,75,11.41,broken clouds
423,Kapuskasing,CA,49.42,-82.43,57.2,93,90,3.36,overcast clouds
424,Noumea,NC,-22.28,166.46,71.6,49,40,19.46,scattered clouds
425,Cariati,IT,39.49,16.96,66.99,66,0,1.01,clear sky
426,Magadi,IN,12.97,77.23,69.8,100,40,9.17,scattered clouds
427,Wattegama,LK,6.8,81.48,75.58,81,99,3.6,overcast clouds
428,Honiara,SB,-9.43,159.95,89.6,66,20,8.05,few clouds
429,Ust-Kuyga,RU,70.02,135.6,54.0,46,13,2.73,few clouds
430,Xapuri,BR,-10.65,-68.5,86.7,35,39,2.93,scattered clouds
431,Arenillas,ES,41.35,-2.85,46.99,79,0,10.0,clear sky
432,Nouadhibou,MR,20.93,-17.03,73.4,78,6,20.8,clear sky
433,Iqaluit,CA,63.75,-68.51,55.4,58,75,9.17,broken clouds
434,Verkhoyansk,RU,67.54,133.38,55.74,39,24,3.44,few clouds
435,Launceston,AU,-41.45,147.17,61.0,66,43,26.4,scattered clouds
436,Gat,IL,31.61,34.76,82.0,16,0,1.16,clear sky
437,Mirnyy,RU,62.54,113.96,48.2,76,100,4.47,haze
438,Kutum,SD,14.2,24.67,75.15,58,68,4.29,broken clouds
439,Klyuchi,RU,52.27,79.17,61.0,54,27,5.86,scattered clouds
440,Malatya,TR,38.5,38.0,59.0,41,0,5.82,clear sky
441,Bambanglipuro,ID,-7.95,110.28,75.96,74,73,5.97,broken clouds
442,Andenes,NO,69.31,16.12,44.6,93,100,8.05,light rain
443,Fier,AL,40.72,19.56,73.35,66,0,3.6,clear sky
444,Mbandaka,CD,0.05,18.26,70.27,94,99,2.37,overcast clouds
445,Aksu,CN,41.12,80.26,66.13,42,2,2.75,clear sky
446,Eyl,SO,7.98,49.82,78.22,71,83,20.24,broken clouds
447,Tucurui,BR,-3.77,-49.67,80.56,57,61,1.54,broken clouds
448,Souillac,MU,-20.52,57.52,69.8,77,40,16.11,scattered clouds
449,Jalu,LY,29.03,21.55,80.74,40,0,7.72,clear sky
450,Palimbang,PH,6.21,124.19,83.95,67,100,0.69,overcast clouds
451,Lucenec,SK,48.33,19.67,64.4,93,53,4.7,broken clouds
452,Muswellbrook,AU,-32.27,150.9,63.0,42,0,7.0,clear sky
453,Nazilli,TR,37.92,28.32,76.26,34,0,1.23,clear sky
454,Candelaria,PH,13.93,121.42,84.0,79,100,1.99,overcast clouds
455,Beringovskiy,RU,63.05,179.32,47.84,86,100,22.86,overcast clouds
456,Giresun,TR,40.5,38.5,69.8,100,75,3.09,broken clouds
457,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.16,84,27,12.39,scattered clouds
458,Voh,NC,-20.97,164.7,76.48,47,61,13.44,broken clouds
459,Gimli,CA,50.63,-96.99,73.0,84,31,8.66,scattered clouds
460,Fukue,JP,32.69,128.84,82.4,83,20,6.93,few clouds
461,Sao Filipe,CV,14.9,-24.5,79.54,84,57,6.71,broken clouds
462,Nadym,RU,65.53,72.52,41.9,86,100,6.58,overcast clouds
463,Manta,EC,-0.95,-80.73,73.4,83,90,6.93,overcast clouds
464,Ahipara,NZ,-35.17,173.17,61.68,59,0,4.14,clear sky
465,Riohacha,CO,11.54,-72.91,82.67,76,53,12.21,broken clouds
466,Pergamino,AR,-33.89,-60.57,50.0,76,53,4.0,broken clouds
467,Causapscal,CA,48.35,-67.23,55.99,41,100,6.85,overcast clouds
468,Dauriya,RU,49.93,116.87,54.48,92,100,4.45,overcast clouds
469,Haines Junction,CA,60.75,-137.51,58.44,48,49,7.85,scattered clouds
470,Ust-Ishim,RU,57.69,71.17,55.11,91,62,5.37,broken clouds
471,Tarancon,ES,40.01,-3.01,59.0,54,15,7.0,few clouds
472,Longyearbyen,SJ,78.22,15.64,39.2,69,40,13.87,scattered clouds
473,Swift Current,CA,50.28,-107.8,73.4,40,1,23.04,clear sky
474,Kupino,RU,54.37,77.3,56.55,88,0,5.46,clear sky
475,Peleduy,RU,59.63,112.74,58.6,85,95,2.8,overcast clouds
476,Shakawe,BW,-18.37,21.85,66.76,26,63,4.41,broken clouds
477,Tura,IN,25.52,90.22,73.71,95,84,3.98,broken clouds
478,Dukat,RU,62.55,155.55,40.96,84,100,4.68,overcast clouds
479,Fairbanks,US,64.84,-147.72,64.99,63,1,5.82,clear sky
480,Abha,SA,18.22,42.51,69.8,63,8,3.91,clear sky
481,Stornoway,GB,58.21,-6.39,50.0,93,95,4.7,overcast clouds
482,Ozernovskiy,RU,51.5,156.52,51.44,80,73,6.53,broken clouds
483,Bonthe,SL,7.53,-12.51,76.14,89,100,9.71,moderate rain
484,Giyani,ZA,-23.3,30.72,76.87,27,87,3.22,overcast clouds
485,Lasa,IT,46.62,10.7,55.0,100,75,4.7,broken clouds
486,Dudinka,RU,69.41,86.18,44.6,100,90,4.47,fog
487,Itupiranga,BR,-5.13,-49.33,78.8,74,7,2.24,clear sky
488,Coquimbo,CL,-29.95,-71.34,55.4,76,90,11.41,overcast clouds
489,Opuwo,NA,-18.06,13.84,47.01,52,0,2.26,clear sky
490,Pucallpa,PE,-8.38,-74.55,87.8,58,20,5.82,few clouds
491,Ojinaga,MX,29.57,-104.42,102.2,18,1,3.36,clear sky
492,Oskemen,KZ,49.96,82.61,44.6,93,0,1.28,mist
493,Guerrero Negro,MX,27.98,-114.06,78.28,71,30,10.49,scattered clouds
494,Port Moresby,PG,-9.44,147.18,78.8,88,75,11.41,broken clouds
495,Markova,UA,48.68,24.41,64.49,65,0,6.49,clear sky
